start	end	text
1467400	1469400	Moet je het aan mij geven.
1469400	1471400	Moet ik het mee naar huis nemen.
1471400	1473400	En dan zal ik het tekenen.
1473400	1475400	Nou.
1475400	1477400	Ik haalde dus een onvoldoende.
1477400	1479400	Boze woorden.
1479400	1481400	Boze blik.
1481400	1483400	Nou weet ik dat die huis.
1483400	1485400	Die koster.
1485400	1487400	Die kosheer.
1487400	1489400	De vader moesten wij dat.
1489400	1491400	Hem noemen.
1491400	1493400	Dat die vader een heel akelig.
1493400	1495400	Handtekeningetje had.
1495400	1497400	Maar die kon ik namaken.
1497400	1499400	Dus als ik een zware.
1499400	1501400	Onvoldoende had.
1501400	1503400	Dan.
1503400	1505400	Tekende ik zelf.
1505400	1507400	Zijn handtekening.
1507400	1509400	Na.
1509400	1511400	De andere jongens vonden het eigenlijk.
1511400	1513400	Best wel een leuk idee.
1513400	1515400	Maar ze hadden toch moeite met die handtekening na te doen.
1515400	1517400	Dat mocht ik dan doen.
1517400	1519400	Maar.
1519400	1521400	Het werd zo druk gebruik van gemaakt.
1521400	1523400	Ik moest zo vaak een handtekening zetten.
1523400	1525400	Ja.
1525400	1527400	Dat loopt mis zei ik.
1527400	1529400	Dus.
1529400	1531400	Toen ik dan zelf een onvoldoende had.
1531400	1533400	Ging ik gewoon naar mijn vader.
1533400	1535400	Mijn zogenaamde vader.
1535400	1537400	En ik zei.
1537400	1539400	Oh.
1539400	1541400	Nou.
1541400	1543400	Moet je niet meer doen hoor jongen.
1543400	1545400	Want hij had natuurlijk al een paar weken lang geen enkele klacht gehad.
1545400	1547400	Dus hij heeft zijn handtekening eronder gezet.
1547400	1549400	Zijn handtekening.
1549400	1551400	En laten ze.
1551400	1553400	Nou net.
1553400	1555400	Een paar dagen later.
1555400	1557400	Een gesprek hebben gehad met de onderwijzer.
1557400	1559400	En toen ging het erover.
1559400	1561400	Dat er.
1561400	1563400	Toch wel vrij veel onvoldoendes waren.
1563400	1565400	En toen zei.
1565400	1567400	Mijn pleegvader.
1567400	1569400	Ik zal het maar pleegvader noemen.
1569400	1571400	Die zei.
1571400	1573400	Nee ik heb heel weinig kinderen gehad.
1573400	1575400	Behalve van den Toom.
1575400	1577400	Daar kreeg ik er laatst nog een.
1577400	1579400	En toen bleek dat het allemaal.
1579400	1581400	Toen heeft hij oude repetities bijgehaald.
1581400	1583400	Allemaal valse handtekeningen waren.
1583400	1585400	Waren mijn handtekeningen hoor.
1585400	1587400	Maar goed.
1587400	1589400	Nee van den Toom.
1589400	1591400	Die heeft echt.
1591400	1593400	Nee dat is een echte handtekening.
1593400	1595400	Dat is een eerlijke jongen.
1595400	1597400	En toen heeft de onderwijzer gemerkt.
1597400	1599400	Dat er valse handtekeningen zijn gezet.
1599400	1601400	Behalve.
1601400	1603400	Bert den Toom.
1603400	1605400	En iedereen wist.
1605400	1607400	Alle jongens wisten.
1607400	1609400	Dat ik die handtekeningen.
1609400	1611400	Voor hun ook gemaakt had.
1611400	1613400	Ik heb me nooit zo opgeluid.
1613400	1615400	Ze hebben me niet verraden.
1615400	1617400	Ze hebben niks gezegd.
1617400	1619400	We hebben allemaal hun mond gehouden.
1619400	1621400	Totdat de vader weg was.
1621400	1623400	En toen zijn we in lachen uitgebarsten.
1623400	1625400	Maar goed.
1625400	1627400	Ik ging vooruit op school.
1627400	1629400	Want ik heeft toch wel geholpen hoor.
1629400	1631400	Dat dagelijkse toezicht.
1631400	1633400	En toen ik dan.
1633400	1635400	Met goede cijfers overging.
1635400	1637400	Een beloning.
1637400	1639400	Ik mocht weer terug naar huis.
1639400	1641400	Nou dat vond ik toch wel liever.
1641400	1643400	Leuker dan in zo'n kostschool hoor.
1643400	1645400	Thuis bij je moeder.
1645400	1647400	En je zusje.
1647400	1649400	Die je zo nu nog eens kunt plagen.
1649400	1651400	Dat is toch veel leuker.
1651400	1653400	Enzovoort.
1653400	1655400	Nou goed.
1655400	1657400	Ik ben toen.
1657400	1659400	1940 geworden.
1659400	1661400	En ik had een verjaardag.
1661400	1663400	10 mei 1940.
1663400	1665400	Was mijn verjaardag.
1665400	1667400	Mijn dertiende jaar.
1667400	1669400	Geloof ik.
1669400	1671400	Daar was ik nog.
1671400	1673400	Er werd een feest gehouden.
1673400	1675400	Er kwamen allemaal jongens.
1675400	1677400	En toen kwam er ineens een ramp.
1677400	1679400	Een bericht uit Holland.
1679400	1681400	Duitsland.
1681400	1683400	Had Nederland binnengevallen.
1683400	1685400	Nou.
1685400	1687400	Alle kinderen weg.
1687400	1689400	Ja mijn moeder was zelf een Duitse.
1689400	1691400	Dus ja.
1691400	1693400	Weet je wel.
1693400	1695400	Op zulke momenten.
1695400	1697400	Gaan zulke dingen een rol spelen.
1697400	1699400	Weg.
1699400	1701400	Weg ging Alk.
1701400	1703400	Gelukkig had ik de cadeautjes nog net gekregen.
1703400	1705400	Maar alles was klaar.
1705400	1707400	En afgelopen.
1707400	1709400	Volgende keer verder.
1715400	1717400	Het was een dierennaar van de van Seван.
1717400	1719400	Hij was nog ziek.
1719400	1721400	Hij detectioneerde nogals sekali.
1721400	1723400	De gelukkigheid.
1723400	1725400	Het was een barcent.
1725400	1727400	Hij was ook 3 jaar oud.
1727400	1729400	Door de zon ideasch.
1729400	1731400	Leve uneven licht.
1731400	1733400	JijAAAA.
1733400	1735400	Ik pergunta is FX niet iets anders.
1735400	1737400	Harmonie niet meer uit.
1737400	1739400	Iedereen gaat soms doorseen.
1739400	1741400	Het is eenемуulleuw.
1741400	1743400	Voor Similaridad.
1743400	1745400	Noar meer dancing.
1745400	1746400	***
